Protein_name	RBP_flag	seqSVM_score	seqDNN_score	BLAST_SeqOnly_score	PPI_score	PIA_score
Q5JS98	0	0.3631807863499	0.052936204	0.0	0.06106007202694965	0.08310645379145314
O60542	0	0.025296872468983364	0.0037075242	0.0	0.14248806154954002	0.08200096000824443
P31483	1	0.9713534244038264	0.9595465	0.9812206572769951	0.9326695977968094	0.9811745031032404
Q9NVQ4	0	0.7557781451385147	0.051533952	0.0	0.07096418429039998	0.0961264427883776
Q8TEA7	0	0.2680560495283971	0.22139905	0.02766798418972332	0.1140475229615622	0.13837509108951504
Q8N8J0	0	0.33138243478006635	0.26543456	0.07692307692307693	0.10001480348508526	0.11842589155436635
Q9BYF1	0	0.783289115271225	0.08095214	0.0	0.33769630966694314	0.20597464431323295
J3QQT2	1	0.7440913844282859	0.29114848	0.0	0.7056975302617771	0.7609181053813836
Q9Y2U9	0	0.1590948369118684	0.0033211587	0.0	0.3784358123550755	0.2200500759514204
Q9HCQ5	0	0.3159340349058199	0.26441962	0.0	0.5424715387925424	0.10601942395304836
Q5SV97	0	0.2724787189345168	0.017416712	0.0	0.11543665670359525	0.06975434827586123
A5PLK7	1	0.6720937623731301	0.067018546	0.15384615384615385	0.7254102125243855	0.7767832885671901
Q96D31	0	0.030268104310657892	0.0026180795000000003	0.125	0.19463747018594488	0.1893028342657794
Q9H7X7	0	0.10883332198969176	0.064901106	0.020618556701030927	0.2577437592728877	0.13111065108041506
O75437	0	0.01085547012778955	0.005176132	0.008979347500748278	0.1518413285367704	0.05986908790676325
P05014	0	0.001241928923497851	0.004237885	0.0	0.6094346621627622	0.520354499022079
Q96J42	0	0.06422374285149586	0.02202323	0.27586206896551724	0.11365668845059552	0.14027321789601685
O14757	0	0.232087171263634	0.09511882	0.03665987780040733	0.6432260931485682	0.7042571322437945
Q86UA6	0	0.0014719840708558153	0.0043685315	0.0	0.8247645799477332	0.8341387260464663
Q6ZVH7	0	0.10742981111980612	0.0064890009999999994	0.040540540540540536	0.13450601352553532	0.13337649063787085
Q14154	0	0.13903293349067394	0.01022244	0.05263157894736842	0.13147635289625192	0.08598079398837392
P02741	0	0.13690729482864444	0.047348327999999995	0.0	0.4905165394979408	0.3565592337814737
Q8TAB3	0	0.08696198145779474	0.026839629	0.011627906976744186	0.12480785625321413	0.11783656546988705
Q86TE4	0	0.13988923706360212	0.016544586	0.045454545454545456	0.4232922968026208	0.3028960125555624
Q8IYE1	0	0.4344437703626632	0.19221574	0.0	0.18187222679797013	0.14998142739476467
Q9NRD5	0	0.684862331037326	0.029461862999999998	0.024390243902439025	0.25373589342623204	0.14474750024930413
Q6UW60	0	0.05080510846035861	0.8438966999999998	0.0	0.07364879213363558	0.061726049608265325
Q8WUZ0	0	0.4882891824470821	0.039761264	0.0	0.4153961009933291	0.22271044497970752
P04920	1	0.28078328365870897	0.65641	0.0	0.3661227134109473	0.4024454905746205
Q6VVB1	0	0.3844729365139251	0.0020079853	0.1827956989247312	0.2732621904792197	0.2548880568784585
P23769	0	0.1846649170181736	0.12483963	0.0	0.2273304775102126	0.12142658041634125
Q9NYK1	1	0.3849385666451054	0.027156059	0.026143790849673203	0.1761721020453241	0.11065954894481744
Q9Y4G8	0	0.03363860403458871	0.6572084	0.005494505494505495	0.4505017436309488	0.4716772770447046
Q96RS2	1	0.475508355900795	0.6596175999999999	0.25	0.3773826610429625	0.5290968153029397
Q9Y6A1	0	0.013288785060005168	0.023230491000000002	0.0	0.04892810546837698	0.03190994635595257
Q8IUK5	0	0.031653526566925536	0.20328915	0.0	0.1291664906956773	0.15684157014794922
Q9BXA5	0	0.008838145730865147	0.0057793333999999995	0.0	0.1854331980451235	0.03494996356771106
Q9NZN3	0	0.1895514094480453	0.12853575	0.037037037037037035	0.08143179096465611	0.11157794453212933
Q19AV6	0	0.01490187753538739	0.00418433	0.0	0.4293573283320887	0.5920039966445411
Q9P1W9	0	0.31170122725223376	0.024401678	0.042105263157894736	0.5238600421554293	0.4272514658975953
O75460	1	0.1802222979577808	0.07469907	0.03958333333333333	0.4915038511769361	0.5067010156070147
Q96S06	0	0.029653287961182714	0.010222361	0.0	0.04155618768967869	0.03181575950813069
Q9NPF2	0	0.15031170152683526	0.41172954	0.0	0.1721439771107667	0.04997079296752162
P17900	0	0.00856559030420985	0.0018377029000000002	0.0	0.4437687682571547	0.3076075213485613
Q8IYJ2	0	0.1315011562172019	0.3048097	0.05555555555555555	0.0920997345085068	0.062442776164926564
O43402	0	0.5	0.027910281000000002	0.0	0.20509794647666368	0.18311664892154766
Q9H2P0	1	0.10090855400730928	0.44416696	0.008928571428571428	0.8942032709011144	0.8619130524607331
Q14526	0	0.1950035997450261	0.19749370000000002	0.007502344482650828	0.6508905294995565	0.5232602566766003
Q9BSF8	0	0.4461898316268357	0.08972185	0.0	0.7268618152942861	0.6366036926621437
Q9BSF4	0	0.06967784713539632	0.4271724	0.5	0.235121102531214	0.27041334953931434
Q9NPI0	0	0.01174484371439953	0.0047884705	0.0	0.20837159155463625	0.30087976306245584
Q86UV7	0	0.007871172843221724	0.0036641190000000004	0.060606060606060615	0.1346278703385093	0.1441641347173725
A1KZ92	0	0.03473906931031396	0.07776935	0.01840894148586456	0.7477031915927518	0.8013991019539917
Q8WV35	0	0.03315342406543064	0.0101052625	0.02666666666666667	0.07981987512275468	0.0516497012594642
Q9H3V2	0	0.0042817364207750185	0.00038552226	0.0	0.3281547996275159	0.5374792486301532
Q9GZR2	1	0.9776581021306088	0.35423523	0.3	0.9434721813918426	0.988294287034581
Q8NCC5	0	0.008964445898309458	0.0020495632	0.0	0.0918998943597083	0.10933248869268014
O15287	0	0.2915982542842602	0.03616652	0.0	0.28941130274512306	0.28071492055880043
Q8N7J2	0	0.7549149798858444	0.8561743	0.0	0.25818967318855474	0.09643274650827872
P49720	0	0.8139987480987378	0.13487445	0.0	0.7480353533859113	0.7250674044180748
B7ZAQ6	0	0.015555953926537731	0.31547338	0.0	0.08589606680755958	0.09983334111921983
Q96AQ1	0	0.06435407922565017	0.012339598	0.1	0.13748202052606912	0.182636266844838
Q16627	0	0.4517787730223205	0.008231005	0.0	0.08629301836697471	0.13746248283968868
P24311	0	0.4185682002518712	0.025940418	0.0	0.6695389408880668	0.4349385848578959
Q12968	0	0.09891329159408098	0.023974557999999997	0.0	0.7813341033169378	0.5942703100114827
Q9NXV6	1	0.25370698002473896	0.06427147	0.25	0.9103518807420272	0.9831561583683374
Q96CW9	0	0.035354280684059144	0.5479909000000001	0.011029411764705885	0.3486385080107032	0.07296981334765608
P20794	0	0.3829516835401704	0.078177944	0.040816326530612235	0.21794653271336306	0.2002514205207331
Q9GZM7	0	0.07591829011160328	0.10154865	0.0	0.2933041526480962	0.2296046354153599
P46199	1	0.9862328464704816	0.54698575	0.3863636363636364	0.5921695218582093	0.9443010358793706
Q8TDB8	0	0.061498843549651065	0.022694718	0.0	0.5	0.5370437533479835
O00167	0	0.06068318951421025	0.1808815	0.3333333333333333	0.25165261837015346	0.10284469922969966
Q7Z5A3	1	0.9391381434694068	0.9504792	0.2727272727272727	0.3456055894324498	0.5655992492529089
V9HWB8	0	0.9904335642818078	0.57774043	0.2222222222222222	0.1308883129735794	0.15489409878640628
Q7Z5A4	0	0.028075426047010167	0.0032978582	0.007575757575757577	0.1305433490516552	0.1404875805958761
Q6GMP0	0	0.2553676830347329	0.29706803	0.0	0.12602791817169187	0.13598362178946646
Q495W5	0	0.14528032581224845	0.01705665	0.0	0.04353050290640375	0.017590128074684585
Q8NES3	0	0.12670814447292553	0.11992752599999999	0.0	0.1274690897250275	0.023788808834246715
Q8N9Z0	0	0.10682337493653332	0.0008949553599999999	0.007648183556405354	0.12717730487060055	0.05567433260074494
Q8N9Z9	0	0.40478121991503296	0.013765517	0.0	0.15134619108997807	0.16201612792796868
P23511	0	0.5138865364994215	0.05892999	0.0	0.6453858855411133	0.5341276355524954
Q86X51	0	0.07546556441731797	0.13110239999999998	0.25	0.03877174200511422	0.02509350761358698
Q13043	0	0.2803043806041534	0.02033879	0.04174950298210736	0.6085829985426054	0.4091782753402967
Q59G26	0	0.23675975833084698	0.08719611	0.1928934010152284	0.096809299304912	0.12077441389835615
Q8IUI8	0	0.473997617267081	0.16853373	0.18181818181818185	0.5197718425658467	0.3307312660928327
P04798	0	0.1166599872375763	0.52118087	0.0	0.7877400813977993	0.5680064574572917
P86452	0	0.0772305474359817	0.78690284	0.05263157894736842	0.1964842570583203	0.3030318371199737
I3WAC9	0	0.008377490849819218	0.0032203865999999998	0.07692307692307693	0.13612568052146906	0.16148404992680934
Q9ULD0	0	0.10857249425386437	0.35683936	0.0	0.4919825223832082	0.5790617820475075
Q9Y3B6	0	0.3052134025866448	0.14556631	0.3333333333333333	0.25588537680952883	0.17484320479743098
Q6P3X3	0	0.6305859795826927	0.006593168199999999	0.12658227848101267	0.8139931629408675	0.9764421667197558
Q5T230	0	0.0731027923101653	0.0041260645	0.045454545454545456	0.3455301694205427	0.17363312522187518
Q6IAX9	1	0.9581426492158284	0.5516203000000001	0.16666666666666666	0.13491601749492196	0.1456099934311092
Q8IZM9	0	0.009871255027567126	0.0011256739	0.0	0.3367641424986061	0.16549749559463311
Q4ZG72	1	0.9327918081859126	0.9550285	0.7407407407407407	0.5718672674479512	0.7206722999785274
Q6P5T0	0	0.04126539777707733	0.02363344	0.05555555555555555	0.11163895246703036	0.07274834546664219
Q8TE23	0	0.13903962130837666	0.05767593	0.037037037037037035	0.14248806154954002	0.05367452503769427
Q9P202	0	0.04538007679587324	0.199034	0.012315270935960592	0.3317705485047817	0.269254543563705
Q2M2E5	0	0.33897454268735056	0.03898142	0.0	0.3456037077900631	0.5658137469227615
Q9P1Z9	0	0.7915565158341022	0.41008934	0.09090909090909093	0.4221069956379278	0.22436469703621534
Q92956	0	0.036263027556240265	0.0017695642999999998	0.0392156862745098	0.4347687296437249	0.2020195608924235
Q96JF0	0	0.1875403484956819	0.028573275	0.0	0.1462169044819045	0.03626394084671388
Q6UWW9	0	0.0033108019641944013	0.0013174182999999998	0.07692307692307693	0.14917617201847702	0.061538629028752914
Q9H8E5	0	0.012971709384878795	0.00051111367	0.0	0.1744156159077814	0.21606509738804394
Q96JF6	0	0.02845488574244232	0.0008154106299999999	0.007028332967274325	0.1508767556727583	0.04453163929212231
Q16609	0	0.011967228750285558	0.022479042	0.0	0.20809342420332408	0.1438472859780138
V9HW26	0	0.805064913768048	0.96079344	0.0	0.08023872255756903	0.04920604344062601
Q8IWZ3	1	0.1753756315234711	0.8290162	0.0333869670152856	0.8021769510486054	0.8385152031320401
A6NKE1	0	0.5743917296901804	0.012540408000000001	0.0	0.7250684984718754	0.8840586186821052
Q5JPH6	1	0.44436801967603057	0.22288479	0.25	0.23886580621382014	0.511751999840413
Q9GZX9	0	0.004974010187655372	0.007154363	0.0	0.4273452069636778	0.2296859843655462
Q9H2W6	1	0.06286944778217861	0.100598946	0.0	0.966618666470149	0.9933823232516744
Q9NQ94	1	0.9439237600877226	0.9795074	0.9925925925925926	0.13387690328847415	0.5159070662517998
Q6V9R5	0	0.04722673378083745	0.0009303178	0.009259259259259259	0.20772954005523933	0.11438038678637658
P08572	0	0.09790735252516693	0.15036085	0.013597033374536464	0.27945957557544304	0.1826435423712781
P51813	0	0.14438699511225944	0.075248	0.030303030303030307	0.3505577970011731	0.38970707161309787
P07550	0	0.02543610494519532	0.0060135066	0.0	0.5066298745606489	0.33085655920736984
Q6ZUB1	0	0.07732896378190962	0.25833124	0.0	0.3406019151891192	0.5577732568241179
O14793	0	0.4494997275289735	0.025720862999999997	0.0	0.11130118761865172	0.07964346819326082
Q13319	0	0.3934621864264163	0.818445	0.07692307692307693	0.21958443809844186	0.07627838932847733
Q9Y2S7	0	0.19670266796599412	0.03510424	0.0	0.6008577119748842	0.5389577414177968
Q5T0Z8	0	0.15068351490734094	0.6790864000000001	0.3333333333333333	0.3978794044132703	0.4647403104872178
P22557	0	0.4041329115099197	0.053158317000000004	0.07692307692307693	0.196807202024409	0.10772606670389573
Q6PJF5	0	0.11441317358897915	0.0038299668	0.0	0.11739906610448975	0.13038563620666302
Q8TEB9	0	0.010903686642946844	0.023484416	0.0	0.2121273452875036	0.23344953167771226
P16581	0	0.05105269963209586	0.0024118985	0.014373716632443531	0.4668348215652808	0.2358953956991866
Q9C0K1	0	0.02236587008469229	0.01933016	0.0	0.04926835125149375	0.016711450446113205
Q00G26	0	0.023691874503646716	0.3355623	0.0	0.382059229926084	0.13234757811128167
Q7L1I2	0	0.0383704661336835	0.3320639	0.0	0.1819881814501526	0.10280955353481568
Q9BQ70	1	0.7322122716081861	0.04107639	0.0	0.4258029098107574	0.5630902937218683
Q9HDB5	0	0.34373250807574196	0.0039026666999999998	0.0	0.3692116615827653	0.4165925700076871
Q9NX53	0	0.03529761732209635	0.016511986	0.0	0.06009153361203307	0.07102906447076167
G5EA36	0	0.8091067371346792	0.06287778	0.05161290322580645	0.17086155853343293	0.2375710255477958
Q0D2N8	0	0.7882665647114682	0.08628909	0.023809523809523808	0.1830943237475062	0.2674803774841046
E9PCW1	0	0.014425589531740519	0.01550811	0.14285714285714285	0.17596795247099406	0.16149267868334655
Q9HBT7	0	0.004579499536881872	0.0011716054	0.0075508864084044645	0.3514909985510266	0.12373453393293694
Q6ZRP7	1	0.2969757105351816	0.013042495	0.2368421052631579	0.5717149715955749	0.397972486870594
Q96B23	1	0.5449346626810945	0.4556302	0.0	0.7071410364565831	0.6295182788301064
A6NDR6	0	0.2401436413121919	0.6230665	0.0196078431372549	0.12671890821030155	0.12940997720082112
Q9UMZ3	0	0.2049354254873496	0.64905936	0.024108003857280614	0.2929822584514156	0.22308749478881573
Q8N100	0	0.1125516039031575	0.012629086999999999	0.0	0.13752405430966025	0.26141358029167544
Q9HCK5	1	0.5889748538940682	0.9291181000000001	0.5833333333333334	0.654371599858076	0.6092113125814673
Q9HCK3	0	0.26313572320824163	0.6894365	0.0	0.3406019151891192	0.5577732568241179
Q15003	1	0.5622543065114823	0.15510112	0.0	0.9012448491963888	0.936356540475364
Q9HCK0	0	0.18179991639404544	0.0023376902	0.008700930797248077	0.24215566919288506	0.0873837398902927
B2R7W4	1	0.9794462853025544	0.94730777	0.9483870967741936	0.3456055894324498	0.5655992492529089
P78423	0	0.023621971480359508	0.0042599759999999995	0.029411764705882363	0.11782585088626185	0.0636038623022109
Q9Y328	0	0.34409409039058314	0.005208372	0.0	0.2720087854144371	0.4631947645075428
Q3ZCQ8	0	0.1907087899885196	0.47798696	0.0	0.7246619605024192	0.7529615312678379
Q15726	0	0.03977195296782677	0.21861643	0.1176470588235294	0.12954605495927946	0.03933412164799399
Q9UJ68	0	0.7174784407845012	0.08856224	0.1111111111111111	0.24415000692544464	0.26172206121293456
Q7L5A8	0	0.07400914497653895	0.020734215	0.0	0.03531281888282089	0.02221609435256788
O60938	0	0.11686407302062302	0.009456761	0.07556675062972293	0.20252532123967187	0.11030035802324403
P07814	1	0.7740630034553092	0.83110315	0.18181818181818185	0.9139311896213126	0.9607615551715054
Q14554	0	0.9466366143091351	0.28615192	0.25287356321839083	0.15356212003771774	0.3799661078516195
O15244	0	0.17397434882483018	0.022322397999999997	0.0	0.8233412187536894	0.6999845107236713
Q9H9C5	0	0.6174959238851101	0.12709704	0.017543859649122806	0.1290973897336881	0.13124362548567362
Q8IWT0	0	0.6911038782891855	0.008056045	0.16666666666666666	0.6104953568156809	0.6258041796023387
O60266	1	0.3076229090217781	0.014105275	0.027777777777777776	0.19425447358256734	0.12347891618231595
Q9Y617	1	0.6426547515244092	0.9283838	0.0	0.6378177320721117	0.6758230207668889
Q7Z758	0	0.017237605663396098	0.0071844556	0.0	0.15544986159249286	0.2129763841539043
Q15819	0	0.4015142146790627	0.019267682	0.18181818181818185	0.660266547093068	0.5336878911214519
O95487	1	0.14979390757743355	0.0068038637	0.0	0.8239633323877787	0.8140289771504879
Q9NR82	0	0.05937131970121377	0.53077024	0.027027027027027032	0.08939098714013831	0.07756689100851819
Q6ZP82	0	0.6194452638575543	0.37269518	0.02830188679245283	0.1841742520568076	0.2780273571870289
Q15404	0	0.3533947785770031	0.017282367	0.06435643564356436	0.6040909282835939	0.5554236111073536
Q7RTT5	0	0.924515309722802	0.17782642	0.032786885245901634	0.16204980646167486	0.2187948011171108
Q9UQC1	0	0.9333210002662568	0.21112692	0.19047619047619047	0.3567326165873453	0.3851681373259572
A2A3K4	0	0.8478955567326002	0.030275753	0.0449438202247191	0.3340665319343535	0.22101152628747966
P12109	0	0.8256453968211249	0.77780527	0.016216216216216217	0.2631963585783864	0.2440538434566218
Q12974	0	0.8603584590671483	0.021222263999999998	0.015873015873015872	0.2502602288214203	0.17967040859923253
P29372	1	0.37944835185010056	0.12929066	0.1	0.831986031227943	0.6663057211997633
Q5PXD5	0	0.14326390265619313	0.006813286	0.054054054054054064	0.1947354680925333	0.28675012414215045
Q9P225	0	0.2289016255447037	0.7755858	0.07547169811320754	0.5	0.1835896141145616
P35318	0	0.3577809159702187	0.028110676	0.0	0.1128795610800038	0.047570228738170524
P08700	0	0.06466811370530336	0.013864261000000001	0.0	0.18627426061567987	0.07958398776147897
Q9Y6D5	1	0.3683173857583616	0.79208636	0.043478260869565216	0.6603912270342047	0.6919478715788621
Q8TAM6	0	0.57394667042577	0.016592104	0.5714285714285714	0.14234194884198256	0.1848304626753988
Q8TAM4	0	0.09324714089342104	0.20116042	0.2727272727272727	0.12655765535428035	0.1351006606747117
Q9BZD4	0	0.4603446353804395	0.09732255	0.03571428571428571	0.4555011159614997	0.6434141694184641
O95180	0	0.2296177719538541	0.12100599999999999	0.002525252525252525	0.5199940307323667	0.3149044689989089
Q13477	0	0.003220297236932752	0.004022448	0.0625	0.9337690794734324	0.913130542763756
O95900	1	0.5716393299340313	0.016675826	0.14285714285714285	0.9188395452959394	0.9218954550608816
P51164	0	0.3229633905500964	0.060863182	0.1	0.21893424289734853	0.1879410655912064
Q8TB61	0	0.0030972699039391845	0.010985813	0.0	0.07384475637487517	0.04741633902948288
Q8N139	0	0.11790968406619225	0.1622605	0.021428571428571432	0.11927496953018167	0.2582750469165133
Q6PI26	1	0.2910218095075709	0.048517033	0.0	0.5645494761192085	0.8968794255248442
Q8WXT5	0	0.12207707020832885	0.006967493000000001	0.02	0.17865049480366305	0.04534009778826658
P22003	0	0.1492367854315225	0.021888835	0.0	0.12250981352542857	0.07118467105009016
Q00604	0	0.020326594765161382	0.0033166728000000004	0.0	0.2834211885622571	0.1849748030445476
O95684	1	0.16081016131490808	0.8686956	0.0	0.5261288621271308	0.5218934013649047
F8VY35	1	0.6877719888495498	0.15763798	0.060606060606060615	0.2422621371547316	0.3494626349610448
Q8IY49	0	0.01678159532556137	0.38031396	0.0	0.11411051394209175	0.10200956442504502
P45973	1	0.7581900374743082	0.016469806	0.2258064516129032	0.6927975083298504	0.7512941756545117
Q96I13	0	0.24711403118912426	0.33121157	0.0	0.1675080990680921	0.2294908432778243
Q569H4	0	0.6368763863307263	0.07756733	0.10526315789473684	0.3347412707398083	0.16682439278629846
Q9NR50	1	0.760352025169564	0.87941587	0.08333333333333333	0.8237894697474184	0.8613495950465622
P61221	1	0.9753672679348498	0.415328	0.049689440993788817	0.8262231757359215	0.9480267724825262
Q96KS9	0	0.01639837831824046	0.008571315999999999	0.0	0.3582918852169349	0.21238436280327916
A0A024R0L9	0	0.058323929983965316	0.0028974334999999998	0.002252252252252252	0.11113535590340437	0.112136111505917
Q8TDC0	0	0.35802439441085665	0.007819290999999999	0.0	0.2429419877292692	0.11562650058378755
Q9UBH6	0	0.19166300529431404	0.059895452	0.2	0.5831653201508142	0.2553781297191116
Q15063	0	0.7781368172331462	0.81136644	0.0	0.5955398435454619	0.4284814144084428
Q5FWF4	0	0.7042631216690945	0.8717719	0.1111111111111111	0.477623144654826	0.6659707458183985
Q8NBS9	1	0.8097921598910751	0.98298603	0.2336448598130841	0.6262070137258144	0.7293597452866083
Q8IXM7	0	0.23129482278513	0.0065638013	0.2	0.1758586878371432	0.0946225527537876
Q96PU9	0	0.4308742407496832	0.019010916	0.15384615384615385	0.16766835445192435	0.030170172513538738
O75069	0	0.2260922366649257	0.54726297	0.07407407407407407	0.2369538432187845	0.1553551781086093
Q96BF3	0	0.07490308102386423	0.0019794651	0.040816326530612235	0.18684112895556612	0.2054538741648045
P13639	1	0.9387846421682912	0.9183311	0.6	0.8945083160110409	0.9775321610605736
Q9H3F6	0	0.5101965124040002	0.040196374	0.03125	0.6126103174962679	0.6835813214352368
P48751	0	0.583205013893414	0.13169686	0.0	0.1026530536349722	0.0426767344899968
Q9Y266	1	0.8310740980246542	0.027427467999999997	0.07142857142857142	0.8197018109399558	0.8885087865439215
Q9Y262	1	0.7733771652432185	0.9424965	0.0	0.9580004994195356	0.993260024754772
Q06265	1	0.7653966693186965	0.14516789	0.8333333333333334	0.957829848514196	0.9934606844979744
Q9NQP4	0	0.5062181709765874	0.029428719	0.13636363636363635	0.4513689497864805	0.6947245674648553
P06870	0	0.027768687795703798	0.0034583912	0.0	0.08980055552073153	0.022146388251682074
Q5TBB1	1	0.9256048423843168	0.14575922	0.0	0.4399924938406527	0.7945046183121846
B4DZV5	0	0.2699068316276084	0.033773594	0.034934497816593885	0.18958651851188946	0.27831536787290345
Q9H1M0	0	0.015489587913865796	0.030315144	0.06666666666666668	0.4110326884807069	0.6594746892154997
Q13224	0	0.17006985414161416	0.62618095	0.0	0.2872707193233583	0.17010215776842622
Q53EP4	1	0.7557107953165095	0.9806152	0.125	0.3456055894324498	0.5655992492529089
Q99698	0	0.2278867605296661	0.4210911	0.1456953642384106	0.6958128002980533	0.6536991523199879
Q9BYQ3	0	0.02039161213666001	9.332241e-05	0.0	0.07423033347929461	0.022457157388238683
Q05193	1	0.6349425013354296	0.2218897	0.08108108108108109	0.35257133924906103	0.2620304512665512
O43283	0	0.383224435148096	0.013624128000000001	0.044	0.3630628162323453	0.42741241060609136
J3QRB6	0	0.5286523987386171	0.103480525	0.042424242424242434	0.24245209579407825	0.3977065632933965
Q9UBF8	0	0.20293759177008236	0.10091135	0.12	0.6047862155300742	0.362076158445308
O43809	1	0.7152728496543135	0.028507436	0.4	0.8815110089757179	0.9851725286419372
O00295	0	0.3942101374664688	0.049318258	0.1	0.5391964285146518	0.5822575769959161
Q7Z4I7	0	0.6117811797808979	0.18425441	0.0639269406392694	0.1424624263723838	0.18054380113187127
P13798	1	0.4223639492620097	0.020816513999999998	0.0	0.8530282326820826	0.7740576698795777
Q5TBC7	0	0.015506237273561941	0.09535156	0.0	0.17345373475044434	0.12820976423872268
P36543	0	0.7576276931334733	0.030060902	0.0	0.7096334540292459	0.4792505410203109
Q9UKQ9	0	0.015085402002996363	0.006476624	0.0	0.3871152426821655	0.3587624404033591
Q6MZQ0	0	0.032224878518218834	0.03817956	0.16666666666666666	0.7871887305691095	0.900335706914905
Q9HA26	0	0.2655874263238875	0.6935165	0.01694915254237288	0.13556134552941085	0.16082811198119282
B2RXF5	0	0.0318830887869055	0.006840469300000001	0.008913649025069638	0.121660959961246	0.03867969929160623
Q96S86	0	0.09696062975537613	0.7604167	0.02666666666666667	0.11989478035804317	0.15230673760290234
Q8WWV6	0	0.15139106484219206	0.00059853983	0.0	0.31735001946775304	0.04953932407011135
O95789	0	0.19695223665283396	0.0064877532	0.03571428571428571	0.18069817124154844	0.1289871123332804
O75367	1	0.8142253815003924	0.90137446	0.10256410256410256	0.8573448065816235	0.7719293342240792
Q9ULE6	0	0.5306139882327207	0.5782172	0.0	0.4114370050049799	0.3935890043329529
P35453	0	0.26597110904137355	0.008983307	0.017391304347826087	0.4762021161647435	0.4213063116089283
O75594	0	0.058199007991555765	0.0031211313	0.08333333333333333	0.33218156831259404	0.2376492704693914
Q8NBQ5	0	0.37747927964105904	0.29098034	0.020408163265306117	0.6787783505729452	0.7017803029764118
P05771	0	0.5826047496244855	0.8261936	0.024469820554649267	0.4633251401937886	0.33658273425586305
Q5JT82	0	0.3617265295340851	0.0063336254	0.009313154831199068	0.10757346667947047	0.06415478168030149
O95447	0	0.4558532737283846	0.084824234	0.0	0.16857813111353406	0.20303417909611693
P11498	1	0.5872839283597463	0.8620099	0.045454545454545456	0.7789039955177643	0.7547990060429142
A6NI86	0	0.20464149882176835	0.007882858000000001	0.035398230088495575	0.255305986890156	0.3079806690707857
B7ZBJ6	0	0.1482037229875868	0.010058834000000001	0.16666666666666666	0.15683252911145715	0.20666594106121985
P36954	1	0.2744026849874371	0.007232866	0.06666666666666668	0.7722743060385548	0.8976383363892734
H0YHG0	0	0.7372136280897034	0.77428585	0.15789473684210525	0.9782962801508176	0.9870455240712313
Q9NY33	1	0.5374674172507673	0.67800325	0.1111111111111111	0.4461691824450937	0.3146002792406675
P16591	0	0.7779452586762152	0.04334888	0.030075187969924814	0.4634752943334147	0.4746406269171333
Q9H5C5	0	0.05260329918480481	0.0070121274	0.0	0.14913660871829418	0.19469395671972736
O14880	0	0.07037030594358659	0.45114160000000003	0.0	0.4631007074131826	0.2294814490028791
Q9BYS1	0	0.013071224115925815	0.00010487498	0.0	0.05586694957401133	0.04687177221233079
P48549	0	0.027709607335314284	0.8124853	0.0	0.3211315733354093	0.1991482234636897
Q7Z401	0	0.1664394675361938	0.7726076	0.0	0.4742012522517977	0.19130138091800533
Q9HD20	1	0.26684126168418354	0.27220535	0.0	0.48246189448787397	0.4214802079918212
Q7Z406	1	0.2480631988164087	0.8703771999999999	0.11023622047244094	0.8697731461319098	0.8186890695751354
Q9Y4U1	0	0.2651328730255803	0.021437505	0.1111111111111111	0.1612043007619607	0.08109592796755008
