UniprotID	Gene_Name	RBP_flag	protein_len	seqSVM_score	seqDNN_score	PPI_score	PIA_score	seqSVM_seqDNN_score	seqDNNseqSVM_PIA_score
A0M8Q9	C1	0	105	0.03495818834676371	0.13683164	0.15058918495868884	0.19900247684051456	0.4406070697341444	0.4742633854543417
A0MZ66	SHTN1	0	631	0.3316549974991813	0.3301812	0.7280002368161074	0.7857779981043197	0.6022071388483228	0.8406580281796319
A0N4V7	Tcr-alpha	0	21	0.40210319813498185	0.24956018	0.6544545657761729	0.5985579905445256	0.6087479548628101	0.7372280806382927
A0PJ54	PEX12	0	324	0.4564480972531733	0.7290234999999999	0.23857447476968005	0.3978761174416235	0.6804636149073147	0.6935094231860048
A0PJ87	RSL1D1	1	308	0.8327795248502572	0.92778236	0.3233287688325389	0.5327623086916692	0.8803750842309029	0.8990660157078064
A0PJ92	NOP56	1	447	0.7971895115897543	0.8879638000000001	0.7403027166414906	0.7714767296679745	0.8291437465660711	0.9182859953874664
A0PJE2	DHRS12	0	317	0.5572263967720823	0.13573296	0.2828133896064599	0.12824585935126406	0.6139912610435191	0.5580043039453892
A0PJW6	TMEM223	0	202	0.08614824308922321	0.11510854	0.048378326477694834	0.060555014412101614	0.4631952443976174	0.4233062904862451
A0PJW8	DAPL1	0	107	0.8936972941834473	0.41837399999999997	0.115024362641547	0.10486663832817933	0.8267034329097144	0.7741831610266126
A0PJX0	CIB4	0	185	0.02190435484145553	0.020841824	0.15906905666861906	0.06490413639581895	0.3948092354985008	0.38665214566901374
A0PJX2	TLDC2	0	215	0.11614474253288574	0.044926285999999996	0.5	0.4614260740687693	0.4591404996525314	0.5970974754530094
A0PJX4	SHISA3	0	238	0.00490070113484781	0.007240263	0.12976126096069826	0.13659964309124464	0.3703202760157889	0.4130162329177922
A0PJY2	FEZF1	0	475	0.376497707643855	0.048143193	0.03910314255761999	0.035221035672301525	0.5367024588974969	0.4622557826885921
A0PJZ3	GXYLT2	0	443	0.2228375217927367	0.06277743	0.36882360082377896	0.18953919935604088	0.4996992250015202	0.5029802578604327
A0PK00	TMEM120B	0	339	0.01932425594358117	0.04772101	0.04734205632141239	0.05417943459865996	0.4126047470064829	0.3873759936831739
A0PK05	TMEM72	0	275	0.053039721537152563	0.03153833	0.10090783872282433	0.06641131124543874	0.4209428286417472	0.3984330689838236
A0PK11	CLRN2	0	232	0.014973094220150385	0.015332645	0.07697670353732103	0.07618149686463263	0.3853139611940952	0.3884916239087577
A0S183	COX1	0	513	0.024024600851737642	0.0033474555	0.17878957673565585	0.2725559895377821	0.3785896924224644	0.4783211125797411
A0S2M1	ND4	0	459	0.012287161462234766	0.0079952115	0.26416636816646943	0.298319453297206	0.3771345052841938	0.4898926896446698
A1A4E9	KRT13	0	458	0.06086561701579162	0.0400608	0.1919442526829304	0.16239607457402302	0.4311736981569383	0.4512920870384379
A1A4F0	PQLC2L	0	135	0.07746803186788669	0.07133023	0.1268360572860151	0.12980865199289496	0.4520829397749328	0.4485027870814601
A1A4G5	LNP1	0	178	0.3754098607427489	0.025009193	0.13489703696772862	0.06147887407564244	0.5238865591657764	0.4642095435010786
A1A4S6	ARHGAP10	0	786	0.5297259382384011	0.51206106	0.2445820039473077	0.22252078708833345	0.6723246267884746	0.6322797530866195
A1A4V9	CCDC189	0	331	0.18720264764445568	0.19993353	0.22886700057768	0.334795597624426	0.5507502935843288	0.5895490191218145
A1A4Y4	IRGM	0	181	0.20216826523215767	0.13244152	0.2773978783876647	0.10421908793358944	0.5049502465218447	0.469775249690887
A1A519	FAM170A	0	330	0.06780208882059599	0.03307193	0.4434093834912676	0.3406047795135974	0.4299102118232667	0.5275464362746805
A1A580	KRTAP23-1	0	65	0.006520458580697007	0.08677839	0.10171285913227128	0.03223184267598162	0.4161970465904815	0.3797665583300025
A1A5A8	SIK3	0	1263	0.03861589432238393	0.22588152	0.15377430875189746	0.21387606046084848	0.5032119627004351	0.5157581125548859
A1A5B0	ANKRD36	0	309	0.21859194719646896	0.23437941	0.2296683963411577	0.19675226017562747	0.5631046505015975	0.5465457916771099
A1A5B4	ANO9	0	782	0.07626665563534868	0.030277176	0.0929588591977532	0.025442469960883084	0.4325281674877816	0.3892652207075894
A1A5C7	SLC22A23	0	686	0.10519623274673713	0.006013458	0.04163464774656196	0.06106045419689074	0.4255282605482928	0.398222898725454
A1A5D2	SNX26	0	748	0.16611299452351205	0.10581728	0.1254874322829011	0.09706961680071546	0.489096853184092	0.4571062870379361
A1A5D9	BICDL2	0	508	0.04673122357843288	0.12969327	0.2618704145694713	0.35779575984844797	0.4453297969279031	0.5451334997425146
A1DRY3		0	782	0.1241039190536454	0.38789535	0.2264759098922958	0.25472019233725546	0.5564765771253714	0.5640328776975755
A1E959	ODAM	0	279	0.025034533196162858	0.012298515	0.40998371568741204	0.15045354339339936	0.389946573435095	0.42636776324208414
A1IGU5	ARHGEF37	0	675	0.2332203174200856	0.107938424	0.22123206286383398	0.3634784041871509	0.5102361725122826	0.5791600044416343
A1KXE4	FAM168B	0	195	0.5	0.08510313	0.2704856466806177	0.17459678087584427	0.5831077379444168	0.5502319949128516
A1KZ92	PXDNL	0	1463	0.03595181689833905	0.52013737	0.7356915727811247	0.7513070833562009	0.5396436732215351	0.8017485005092867
A1L020	MEX3A	1	520	0.92091515863464	0.9418396000000001	0.6348038784752634	0.8335817457812976	0.9288994105527216	0.9720341230870044
A1L0T0	ILVBL	0	632	0.2390608066772187	0.6464305	0.7948272270591714	0.7883589827188139	0.6172896500301609	0.8477681269118408
A1L157	TSPAN11	0	253	0.029152410838837524	0.022290666	0.15294902689995524	0.12682962675696366	0.4010693508243036	0.4188465502173757
A1L162	ERICH2	0	156	0.6391783895016934	0.13370031	0.37993599161260905	0.25535501931652355	0.6451419436005483	0.6241189668696614
A1L167	UBE2QL1	0	161	0.25992170571354434	0.5614043000000001	0.20185446339797167	0.0544761854050857	0.6109833910846012	0.5270286014700041
A1L170	C1orf226	0	272	0.13451374313641856	0.078985214	0.4437560787985079	0.4669637406611081	0.4760873710066911	0.6073127895475442
A1L188	NDUFAF8	0	74	0.11579799035701348	0.21918614	0.11553114890161124	0.12245055575842913	0.5337814313243393	0.4968703559578544
A1L190	SYCE3	0	88	0.19509845185792168	0.108302094	0.2651182973673271	0.2000665810826952	0.5001791908994244	0.5084421615765353
A1L1C6	LRRC7	0	821	0.6966471569004463	0.24509977	0.10256831357263242	0.1274020020899051	0.7047310060950824	0.6331973164340479
A1L306	TENR	0	1257	0.07558963538385373	0.27104629999999996	0.12873459974621165	0.11041264571180028	0.5256124277771836	0.4863718495471439
A1L390	PKHG3	1	1219	0.7970715250151323	0.626677	0.9125313332996504	0.8447352113852378	0.7803409176904161	0.9281162294220152
A1L3A9		0	1232	0.6438054924532053	0.771779	0.1763865156597171	0.2609765769587795	0.7410530887531669	0.7034104086670477
A1L3X0	ELOVL7	0	281	0.026786848965603603	0.0040531387	0.2845486062150582	0.18610648992533926	0.3817728299671089	0.44021666374765656
A1L3X4	MT1DP	0	49	0.03632632338282786	0.057977803	0.12721393165704425	0.11536840314607695	0.4273645192930608	0.4262023534540565
A1L429	GAGE12B	0	117	0.08503899310630851	0.08426023	0.12561795791741218	0.12751560881998714	0.4584392082260347	0.4514286129510101
A1L429	GAGE12C	0	117	0.08503899310630851	0.08426023	0.12561795791741218	0.12751560881998714	0.4584392082260347	0.4514286129510101
A1L429	GAGE12D	0	117	0.08503899310630851	0.08426023	0.12561795791741218	0.12751560881998714	0.4584392082260347	0.4514286129510101
A1L429	GAGE12E	0	117	0.08503899310630851	0.08426023	0.12561795791741218	0.12751560881998714	0.4584392082260347	0.4514286129510101
A1L443	NUTM2F	0	756	0.13009131745079774	0.036310665	0.2081839772411698	0.3139042588355621	0.4574266355766423	0.5322884547001382
A1L453	PRSS38	0	326	0.012571241766601224	0.05734777	0.6248608913276688	0.7570000422877141	0.4127771271948695	0.7737319236098581
A1L4F5	ROR2	0	943	0.13400802896814376	0.14952064	0.26468000088372545	0.16668386999809795	0.5268373904235065	0.510906922443489
A1L4G7	TAT	0	454	0.3516457111455605	0.10082051	0.22457420923610905	0.2472348208957659	0.5416406064233781	0.5517198349037091
A1L4H1	SRCRL	0	1573	0.03883243786539186	0.21600345	0.18772675788643325	0.14838962936600672	0.5027307712756863	0.4877019958469512
A1L4K1	FSD2	0	749	0.198922388519594	0.5160332000000001	0.16714877806551456	0.13231009355090914	0.5914026001340045	0.5409683715906426
A1L4L8	PLAC8L1	0	177	0.012901700708999004	0.029192884	0.0929588591977532	0.06136698240612325	0.3957319289399054	0.38471262398974826
A1L4L9	POM121C	0	73	0.03467465517080184	0.13469282	0.1268360572860151	0.12980865199289496	0.4401294152660167	0.4411437208018337
A1X283	SH3PXD2B	1	911	0.7971844118321653	0.8955893	0.8119008983703767	0.7225157925146222	0.8343925409487122	0.9075582355880136
A1XBS5	FAM92A	0	289	0.21061450429014306	0.22999214	0.14624255989845658	0.13716337804998424	0.561141304445735	0.5212466975256048
A1YPR0	ZBTB7C	0	619	0.31105404691807303	0.1292971	0.5227906867676448	0.16449267789593067	0.5345428980184419	0.5156079603645849
A1Z199	BCR/ABL	0	97	0.07257990262825324	0.1533726	0.2261271768423805	0.372712242698354	0.5061973116103005	0.5813134990226669
A1Z1Q3	MACROD2	0	448	0.8685600275487382	0.37405673	0.3975000098430839	0.6277790114961401	0.8074037914765244	0.8620072869518849
A2A288	ZC3H12D	1	527	0.6451966910174854	0.9649181999999998	0.2772110130588726	0.3122598052621134	0.8690191440535325	0.8527940386041358
A2A2Q9	AAR2	1	398	0.5773385098826845	0.9393925	0.1909870418751323	0.2971442029778989	0.8454513161162771	0.8339960390499512
A2A2V5	SERTM1	0	107	0.0054947198686963366	0.006420414399999999	0.13372464369982826	0.12807972985229465	0.3696660654863199	0.40791921632779626
A2A2Y4	FRMD3	0	597	0.5275510421157618	0.22294746	0.05761123222979	0.02144173179566697	0.6443158866453645	0.545588342059041
A2A368	MAGEB16	0	324	0.16962743573369296	0.04179786	0.16432321328102195	0.11036848011344988	0.473679798863488	0.4532126389563866
A2A3K4	PTPDC1	0	754	0.5676338154669808	0.41732466	0.33433607428691536	0.2312355563552427	0.6758103685552622	0.6394289762957117
A2A3N6	PIPSL	0	862	0.7015461056566136	0.48404738	0.1819621504773273	0.2636096140474196	0.7267208568320385	0.6913864361692971
A2A3R5	RPS6	1	218	0.9769536011156992	0.7158047	0.8519545346137036	0.8600569460841263	0.9549864702860352	0.9883965307893372
A2A3R6	RPS6	1	249	0.977698032342356	0.8134703000000001	0.11075110244704002	0.11160556620445812	0.956612848354658	0.9571588825231964
A2A4F6	CEP350	0	130	0.305989452105052	0.28125414	0.2796914788920145	0.316857643890706	0.5907320255401343	0.6073534221943725
A2ABF9	EHMT2	0	1267	0.24288667826961485	0.23179902	0.17874958231506444	0.15611264795711466	0.5690476918658889	0.5344389979045407
A2ABH1	CCHCR1	0	729	0.05967359084392335	0.05834683	0.2651467116072476	0.387660443149865	0.43947684384077934	0.5562805680760521
A2AJT9	BCLAF3	1	711	0.9423157682936016	0.91189563	0.6448436993690561	0.6895736322035191	0.915462890305333	0.9469795707435744
A2BDD9	AMOT	0	676	0.8773925998376403	0.30425036	0.08113725036695983	0.08059249451900488	0.8116879623538673	0.7505311666668392
A2BDE7	PHLDA1	0	312	0.06606293673388103	0.03151763	0.04332171955849917	0.0401212606850309	0.4286579716028296	0.3899356063958817
A2BDK6	MAP1B	1	2342	0.2433154524580978	0.89540464	0.3233287688325389	0.5327623086916692	0.7107371919881993	0.7599588113518562
A2J422		0	244	0.050582515487548094	0.04101645	0.2834369645537993	0.4749369767607152	0.4261078461714079	0.5892104586659763
A2RRC6	ZFHX2	0	408	0.02191124413420444	0.015144043999999999	0.11330245320514715	0.09379773699184632	0.3898528644724891	0.39883740003838897
A2RRC9	IQGA3	0	1631	0.3453670051369665	0.66151893	0.13165753390927534	0.11811936221405228	0.6420484810806706	0.5752801033053492
A2RRD2	SC5A2	0	672	0.031335158088271364	0.009402258	0.12511226757866567	0.13546773597136574	0.3911478180522754	0.41938601714594703
A2RRD8	ZNF320	0	509	0.05421010271468072	0.0040077229999999995	0.0993529538559628	0.07745498074357136	0.3974286838150825	0.3944251083846552
A2RRE0	WDR7	0	815	0.4492660108184976	0.062091343	0.16316458949902007	0.2300456901380657	0.5637591335735238	0.5598654636981221
A2RRG2	C1orf104	0	125	0.07629259446392947	0.097514324	0.22425887861814786	0.2514677102004001	0.4576238451789322	0.5064335567008738
A2RRH5	WDR27	0	827	0.6174959566489234	0.4067992	0.21252817074905286	0.16580924434929406	0.6916061075685056	0.6339652181157167
A2RRL7	TMEM213	0	107	0.002148562390665289	0.009716012	0.1201113864960256	0.1404235130474894	0.3713944567327635	0.4155425917633565
A2RRL9	ZBP1	0	429	0.2150575268868439	0.021679966000000002	0.1312542570490638	0.16202426699876926	0.4761317558447622	0.4779936934928714
A2RRN7	CADPS	0	776	0.37952398154920797	0.21256381	0.2316546681385964	0.14456022181990852	0.6000271454339269	0.5526329558941696
A2RRP1	NBAS	1	2371	0.2319769728567165	0.86329037	0.3105553543066853	0.4075539827904604	0.6764302699161671	0.6940389974218071
A2RTX5	TARSL2	1	802	0.7972485419264881	0.94726205	0.8234358919444491	0.9647829547181894	0.8973661733434395	0.9935837800377556
A2RTY3	HEATR9	0	570	0.8179182119003043	0.21521036	0.16081442465373466	0.2073781657683169	0.7717181798384435	0.7220709386246084
A2RU00	C9orf106	0	232	0.011812399356787837	0.06868806	0.2486231874348691	0.4149018913399728	0.4152913481756045	0.5572386389895074
A2RU14	TMEM218	0	115	0.017364191899214333	0.48334269999999996	0.017834250950333374	0.02911410005858651	0.5260823438123392	0.4527261678435245
A2RU30	TESPA1	0	521	0.2374545569069568	0.07226448	0.7850912057801815	0.6140369746544243	0.5053460327201755	0.699606591257966
A2RU48	SMCO3	0	225	0.26083830211581965	0.0957025	0.6569777411601078	0.5277617693141496	0.5168573636911631	0.656564947695605
A2RU49	HYKK	0	373	0.2385960302935921	0.021525675	0.14528359971763416	0.10872580758695984	0.4826643260147837	0.4579255676078784
A2RU54	HMX2	0	273	0.1453136384386173	0.08060696	0.2529512380447815	0.1134926502351328	0.4806370709497215	0.4587441236568754
A2RU56	LOC401296	0	194	0.018294349588605482	0.027750262999999997	0.16701793972700107	0.12124646239853842	0.3978295621417891	0.4147628718233347
A2RU67	FAM234B	0	622	0.3056728036887543	0.037360503999999996	0.07995470629370874	0.08580127275354064	0.5129671038806023	0.4677530233900774
A2RUB1	MEIOC	0	952	0.10330758564762056	0.32228538	0.21663879458233448	0.2838820156339826	0.5431117631783706	0.5660374704943016
